"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions (TL2)","UKK","South West England","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,2.49,,
"2","Large regions (TL2)","US23","Maine","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,2.53,,
"2","Large regions (TL2)","EL43","Crete","DOC","Active Physicians (number)","ALL","All regions","2004","2004",,,"0","Units",,,3034,,
"2","Large regions (TL2)","RU71","Kemerovo oblast","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,12513,,
"2","Large regions (TL2)","RU32","Krasnodar Krai","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,22050,,
"2","Large regions (TL2)","RU49","Perm Krai","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,13413,,
"2","Large regions (TL2)","EL61","Thessaly","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2001","2001",,,"0","Units",,,3.05,,
"2","Large regions (TL2)","JPJ","Kyushu, Okinawa","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,2.74,,
"2","Large regions (TL2)","LV00","Latvia","DOC","Active Physicians (number)","ALL","All regions","2003","2003",,,"0","Units",,,6624,,
"2","Large regions (TL2)","US54","West Virginia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,2.11,,
"2","Large regions (TL2)","ITG2","Sardinia","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,7862,,
"2","Large regions (TL2)","ES52","Valencia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,3.9,,
"2","Large regions (TL2)","HU32","Northern Great Plain","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2015","2015",,,"0","Units",,,2.82,,
"2","Large regions (TL2)","EL61","Thessaly","DOC","Active Physicians (number)","ALL","All regions","2010","2010",,,"0","Units",,,3553,,
"2","Large regions (TL2)","RU20","Komi republic","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,4144,,
"1","Country","GBR","United Kingdom","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2015","2015",,,"0","Units",,,2.77,,
"2","Large regions (TL2)","CZ03","Southwest","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2003","2003",,,"0","Units",,,3.86,,
"2","Large regions (TL2)","US45","South Carolina","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,2.21,,
"2","Large regions (TL2)","ES53","Balearic Islands","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,3197,,
"2","Large regions (TL2)","ITH3","Veneto","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,16142,,
"2","Large regions (TL2)","TR41","Eastern Marmara - South ","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,6261,,
"2","Large regions (TL2)","RU12","Ryazan Oblast","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,5408,,
"2","Large regions (TL2)","CZ03","Southwest","DOC","Active Physicians (number)","ALL","All regions","2002","2002",,,"0","Units",,,4517.07,,
"2","Large regions (TL2)","CZ05","Northeast","DOC","Active Physicians (number)","ALL","All regions","2002","2002",,,"0","Units",,,5163.92,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","DOC","Active Physicians (number)","ALL","All regions","2013","2013",,,"0","Units",,,1661,,
"2","Large regions (TL2)","JPG","Kansai region","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,2.57,,
"2","Large regions (TL2)","RU26","Murmansk Oblast","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,5.54,,
"2","Large regions (TL2)","EL64","Central Greece","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2010","2010",,,"0","Units",,,3.02,,
"2","Large regions (TL2)","CZ02","Central Bohemian Region","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2001","2001",,,"0","Units",,,2.99,,
"2","Large regions (TL2)","CH03","Northwestern Switzerland ","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,5042,,
"2","Large regions (TL2)","TR90","Eastern Black Sea","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,1.62,,
"2","Large regions (TL2)","EL54","Epirus","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2011","2011",,,"0","Units",,,5.73,,
"2","Large regions (TL2)","RU80","Magadan Oblast","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,892,,
"2","Large regions (TL2)","EL53","Western Macedonia","DOC","Active Physicians (number)","ALL","All regions","2005","2005",,,"0","Units",,,852,,
"2","Large regions (TL2)","EL42","South Aegean","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2006","2006",,,"0","Units",,,2.98,,
"2","Large regions (TL2)","FRY2","Martinique","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2003","2003",,,"0","Units",,,2.46,,
"2","Large regions (TL2)","JPG","Kansai region","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,53299,,
"2","Large regions (TL2)","DE7","Hesse","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,3.91,,
"2","Large regions (TL2)","US50","Vermont","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,2177,,
"2","Large regions (TL2)","CH07","Ticino","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,4.02,,
"2","Large regions (TL2)","SK03","Central Slovakia","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,4132,,
"2","Large regions (TL2)","AT21","Carinthia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,4.48,,
"2","Large regions (TL2)","US21","Kentucky","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,2.13,,
"2","Large regions (TL2)","RU15","Tver Oblast","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,5660,,
"1","Country","KOR","Korea","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,114322,,
"2","Large regions (TL2)","CZ01","Prague","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2001","2001",,,"0","Units",,,6.55,,
"2","Large regions (TL2)","CZ07","Central Moravia","DOC","Active Physicians (number)","ALL","All regions","2001","2001",,,"0","Units",,,4344.45,,
"2","Large regions (TL2)","SE11","Stockholm","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2013","2013",,,"0","Units",,,4.64,,
"2","Large regions (TL2)","AT22","Styria","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,5913,,
"2","Large regions (TL2)","EL62","Ionian Islands","DOC","Active Physicians (number)","ALL","All regions","2011","2011",,,"0","Units",,,854,,
"2","Large regions (TL2)","US37","North Carolina","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,2.39,,
"2","Large regions (TL2)","FRY3","French Guiana","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2004","2004",,,"0","Units",,,1.74,,
"2","Large regions (TL2)","US31","Nebraska","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,2.37,,
"2","Large regions (TL2)","FRY3","French Guiana","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,2.16,,
"2","Large regions (TL2)","PT30","Autonomous Region of Madeira","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2015","2015",,,"0","Units",,,3.55,,
"2","Large regions (TL2)","CZ06","Southeast","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,8273.58,,
"2","Large regions (TL2)","EL43","Crete","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2013","2013",,,"0","Units",,,6.13,,
"2","Large regions (TL2)","EE00","Estonia","DOC","Active Physicians (number)","ALL","All regions","2004","2004",,,"0","Units",,,4279,,
"2","Large regions (TL2)","AU5","Western Australia","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,8952,,
"2","Large regions (TL2)","EL41","North Aegean","DOC","Active Physicians (number)","ALL","All regions","2010","2010",,,"0","Units",,,822,,
"2","Large regions (TL2)","HU31","Northern Hungary","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2015","2015",,,"0","Units",,,2.09,,
"1","Country","AUT","Austria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2015","2015",,,"0","Units",,,5.09,,
"1","Country","BEL","Belgium","DOC","Active Physicians (number)","ALL","All regions","2013","2013",,,"0","Units",,,41531,,
"2","Large regions (TL2)","CH04","Zurich","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,7442,,
"2","Large regions (TL2)","CZ07","Central Moravia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2003","2003",,,"0","Units",,,3.6,,
"2","Large regions (TL2)","US41","Oregon","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,10728,,
"2","Large regions (TL2)","RU60","Khanty-Mansi Autonomous Okrug - Yugra","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,8585,,
"2","Large regions (TL2)","US05","Arkansas","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,1.93,,
"2","Large regions (TL2)","AU7","Northern Territory","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,1102,,
"2","Large regions (TL2)","EL61","Thessaly","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,4.74,,
"2","Large regions (TL2)","EL53","Western Macedonia","DOC","Active Physicians (number)","ALL","All regions","2011","2011",,,"0","Units",,,814,,
"1","Country","SVK","Slovak Republic","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,3.43,,
"2","Large regions (TL2)","CZ04","Northwest","DOC","Active Physicians (number)","ALL","All regions","2002","2002",,,"0","Units",,,3686.34,,
"2","Large regions (TL2)","CZ07","Central Moravia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2015","2015",,,"0","Units",,,4.42,,
"2","Large regions (TL2)","EL53","Western Macedonia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,3.03,,
"2","Large regions (TL2)","EL64","Central Greece","DOC","Active Physicians (number)","ALL","All regions","2008","2008",,,"0","Units",,,1857,,
"2","Large regions (TL2)","CH03","Northwestern Switzerland ","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,4.46,,
"2","Large regions (TL2)","EL30","Attica","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2010","2010",,,"0","Units",,,7.33,,
"2","Large regions (TL2)","CH05","Eastern Switzerland","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,3888,,
"2","Large regions (TL2)","EL43","Crete","DOC","Active Physicians (number)","ALL","All regions","2010","2010",,,"0","Units",,,3879,,
"2","Large regions (TL2)","PL41","Greater Poland","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,1.6,,
"2","Large regions (TL2)","RU34","Volgograd Oblast","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,11183,,
"2","Large regions (TL2)","US44","Rhode Island","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,3.41,,
"2","Large regions (TL2)","EL63","Western Greece","DOC","Active Physicians (number)","ALL","All regions","2010","2010",,,"0","Units",,,3350,,
"2","Large regions (TL2)","UKD","North West England","DOC","Active Physicians (number)","ALL","All regions","2011","2011",,,"0","Units",,,14855,,
"2","Large regions (TL2)","CZ01","Prague","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2015","2015",,,"0","Units",,,7.96,,
"2","Large regions (TL2)","ES43","Extremadura","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,3796,,
"2","Large regions (TL2)","PT30","Autonomous Region of Madeira","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,841,,
"2","Large regions (TL2)","EL43","Crete","DOC","Active Physicians (number)","ALL","All regions","2012","2012",,,"0","Units",,,3852,,
"2","Large regions (TL2)","US06","California","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,2.45,,
"2","Large regions (TL2)","FI1C","Southern Finland","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,3924,,
"1","Country","LTU","Lithuania","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,4.31,,
"2","Large regions (TL2)","EL53","Western Macedonia","DOC","Active Physicians (number)","ALL","All regions","2002","2002",,,"0","Units",,,762,,
"2","Large regions (TL2)","SK01","Bratislava Region","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,6.78,,
"2","Large regions (TL2)","FRY2","Martinique","DOC","Active Physicians (number)","ALL","All regions","2004","2004",,,"0","Units",,,982,,
"2","Large regions (TL2)","EL42","South Aegean","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2009","2009",,,"0","Units",,,3.06,,
"2","Large regions (TL2)","US26","Michigan","DOC","Active Physicians (number)","ALL","All regions","2014","2014",,,"0","Units",,,24601,,
"2","Large regions (TL2)","RU28","Pskov Oblast","DOC","Active Physicians (number)","ALL","All regions","2015","2015",,,"0","Units",,,2206,,
"2","Large regions (TL2)","EL42","South Aegean","DOC","Active Physicians (number)","ALL","All regions","2011","2011",,,"0","Units",,,1115,,
"1","Country","ISR","Israel","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2013","2013",,,"0","Units",,,3.35,,
"2","Large regions (TL2)","JPI","Shikoku","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2014","2014",,,"0","Units",,,2.79,,
"2","Large regions (TL2)","EL52","Central Macedonia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2003","2003",,,"0","Units",,,4.92,,
"2","Large regions (TL2)","US10","Delaware","DOC","Active Physicians (number)","ALL","All regions","2012","2012",,,"0","Units",,,2061,,
